Date_Time,Elapsed_Time_s,Temperature_C,Temperature_F,Humidity_percent,Heat_Index_C,Heat_Index_F
2026-09-17 16:27:40,130.95,42.0,107.6,99.9,124.59,256.27
2026-09-17 16:27:42,132.97,42.1,107.78,99.9,125.47,257.85
2026-09-17 16:27:44,134.99,42.2,107.96,99.9,126.35,259.44
2026-09-17 16:27:46,137.02,42.4,108.32,99.9,128.13,262.64
2026-09-17 16:27:48,139.04,42.3,108.14,99.9,127.24,261.04
2026-09-17 16:27:50,141.07,42.3,108.14,99.9,127.24,261.04
2026-09-17 16:27:53,143.09,42.4,108.32,99.9,128.13,262.64
2026-09-17 16:27:55,145.11,42.4,108.32,99.9,128.13,262.64
2026-09-17 16:27:57,147.14,42.5,108.5,99.9,129.02,264.25
2026-09-17 16:27:59,149.16,42.7,108.86,99.9,130.82,267.48
2026-09-17 16:28:01,151.19,42.9,109.22,99.9,132.63,270.74
2026-09-17 16:28:03,153.21,43.0,109.4,99.9,133.54,272.38
2026-09-17 16:28:05,155.23,43.1,109.58,99.9,134.46,274.02
2026-09-17 16:28:07,157.26,43.3,109.94,99.9,136.29,277.33
2026-09-17 16:28:09,159.28,43.3,109.94,99.9,136.29,277.33
2026-09-17 16:28:11,161.31,43.4,110.12,99.9,137.22,279.0
2026-09-17 16:28:13,163.33,43.5,110.3,99.9,138.15,280.67
2026-09-17 16:28:15,165.35,43.7,110.66,99.9,140.01,284.03
2026-09-17 16:28:17,167.38,43.8,110.84,99.9,140.95,285.72
2026-09-17 16:28:19,169.4,44.0,111.2,99.9,142.84,289.11
2026-09-17 16:28:21,171.43,44.1,111.38,99.9,143.79,290.82
2026-09-17 16:28:23,173.45,44.1,111.38,99.9,143.79,290.82
2026-09-17 16:28:25,175.48,44.1,111.38,99.9,143.79,290.82
2026-09-17 16:28:27,177.5,44.2,111.56,99.9,144.74,292.53
2026-09-17 16:28:29,179.52,44.2,111.56,99.9,144.74,292.53
2026-09-17 16:28:31,181.55,44.3,111.74,99.9,145.69,294.25
2026-09-17 16:28:33,183.57,44.3,111.74,99.9,145.69,294.25
2026-09-17 16:28:35,185.6,44.3,111.74,99.9,145.69,294.25
2026-09-17 16:28:37,187.62,44.4,111.92,99.9,146.65,295.98
2026-09-17 16:28:39,189.64,44.5,112.1,99.9,147.62,297.71
2026-09-17 16:28:41,191.67,44.5,112.1,99.9,147.62,297.71
2026-09-17 16:28:43,193.69,44.5,112.1,99.9,147.62,297.71
2026-09-17 16:28:45,195.72,44.5,112.1,99.9,147.62,297.71
2026-09-17 16:28:47,197.74,44.6,112.28,99.9,148.58,299.45
2026-09-17 16:28:49,199.77,44.7,112.46,99.9,149.55,301.2
2026-09-17 16:28:51,201.79,44.8,112.64,99.9,150.52,302.95
2026-09-17 16:28:53,203.81,44.8,112.64,99.9,150.52,302.95
2026-09-17 16:28:55,205.84,44.9,112.82,99.9,151.5,304.7
2026-09-17 16:28:57,207.86,44.9,112.82,99.9,151.5,304.7
2026-09-17 16:28:59,209.88,44.9,112.82,99.9,151.5,304.7
2026-09-17 16:29:01,211.91,44.8,112.64,99.9,150.52,302.95
2026-09-17 16:29:03,213.93,44.8,112.64,99.9,150.52,302.95
2026-09-17 16:29:05,215.96,44.8,112.64,99.9,150.52,302.95
2026-09-17 16:29:07,217.98,44.8,112.64,99.9,150.52,302.95
2026-09-17 16:29:09,220.0,44.8,112.64,99.9,150.52,302.95
2026-09-17 16:29:11,222.03,44.9,112.82,99.9,151.5,304.7
2026-09-17 16:29:13,224.05,45.1,113.18,99.9,153.46,308.24
2026-09-17 16:29:16,226.08,45.3,113.54,99.9,155.44,311.8
2026-09-17 16:29:18,228.1,45.4,113.72,99.9,156.43,313.58
2026-09-17 16:29:20,230.13,45.3,113.54,99.9,155.44,311.8
2026-09-17 16:29:22,232.15,45.3,113.54,99.9,155.44,311.8
2026-09-17 16:29:24,234.18,45.1,113.18,99.9,153.46,308.24
2026-09-17 16:29:26,236.2,45.1,113.18,99.9,153.46,308.24
2026-09-17 16:29:28,238.22,45.1,113.18,99.9,153.46,308.24
2026-09-17 16:29:30,240.25,45.1,113.18,99.9,153.46,308.24
2026-09-17 16:29:32,242.27,45.0,113.0,99.9,152.48,306.47
2026-09-17 16:29:34,244.3,45.0,113.0,99.9,152.48,306.47
2026-09-17 16:29:36,246.32,45.1,113.18,99.9,153.46,308.24
2026-09-17 16:29:38,248.34,45.2,113.36,99.9,154.45,310.01
2026-09-17 16:29:40,250.37,45.2,113.36,99.9,154.45,310.01
2026-09-17 16:29:42,252.39,45.4,113.72,99.9,156.43,313.58
2026-09-17 16:29:44,254.42,45.5,113.9,99.9,157.43,315.38
2026-09-17 16:29:46,256.44,45.6,114.08,99.9,158.43,317.18
2026-09-17 16:29:48,258.46,45.7,114.26,99.9,159.44,318.99
2026-09-17 16:29:50,260.49,45.6,114.08,99.9,158.43,317.18
2026-09-17 16:29:52,262.51,45.6,114.08,99.9,158.43,317.18
